148035889,124
162044361,125
164004283,126
166067383,127
169597344.217,128
169599217,129
169709571,130
169831470.07,131
174212650.609,132
179524915.435,133
187031976.57,134
193370131,135
205373166.894,136
212399319,137
212399319,138
214892271,139
216056825,140
216336252,141
217564511.217,142
217565533,143
217961170,144
219968974,145
220205772,146
224171181.894,147
224683396.217,148
225759518,149
225851260,150
226411110.043,151
227362269.575,152
228105633,153
228148707,154
228258210,155
232073887,156
232212485,157
232280197,158
232280197,159
232289226.217,160
232517741,161
233078458,162
237044900,163
237512858,164
238459842,165
238585348,166
239285386,167
240189276,168
240189700,169
241211633.306,170
257893020,171
258264148,172
259382405,173
259435285,174
262741604,175
266506798.435,176
269486883,177
290085614,178
298435994,179
302508121,180
302508121,181
303189473,182
304760547.106,183
305306531,184
305341746.435,185
305404719.57,186
305467347,187
305538233,188
305538506.87,189
305627347.068,190
305818328,191
305883670,192
306175678,193
306554971,194
306710200.894,195
306710206.043,196
306710217.062,197
307356384.741,198
307790130.106,199
308684196,200
328253493,201
329442813.106,202
331103517.435,203
331383453.57,204
331672420,205
331712023,206
332455587.217,207
333360584,208
334470830,209
334470830,210
334470830,211
360435208,212
363554666.435,213
364038171.106,214
364133976,215
365233261,216
365260746,217
365852168,218
365852398,219
366609167,220
366782150,221
393562046.333,222
393925725,223
395508759,224
395589540,225
396068185.57,226
396167502,227
396623914,228
396814538,229
396936208,230
397502823,231
397759669.57,232
425738443.435,233
426168748,234
427170802.106,235
427926487,236
428131131,237
428247696.57,238
428471771,239
429642055.068,240
429789983,241
429905732.106,242
430213904.068,243
430967307,244
430977059,245
431333168,246
453426331,247
495999922,248
496021854.106,249
496028202.106,250
496048590,251
496086863.609,252
496102223.892,253
497038590.217,254
497170196.87,255
498421155,256
498470656,257
498494959.893,258
498536349,259
498544606.612,260
498569306.07,261
498571189.57,262
498604466.57,263
498626407,264
499821166.126,265
499901749.435,266
499946095.674,267
499955048,268
499982786,269
499982796,270
500007442,271
501339949.435,272
501369453.904,273
501451589,274
598579899,275
598579899,276
598579899,277
599158326,278
599180556.066,279
599369489,280
599386325,281
599760098,282
600837727,283
600947703,284
601462283.57,285
601601583.106,286
601963084,287
602061192.106,288
602222294,289
602461172,290
602547262,291
602592479,292
603356296,293
603465799,294
603636137,295
603639291.106,296
603748794.106,297
625106808.609,298
626355504,299
627455039.609,300
627713309,301
627783685.885,302
628294435.23,303
628563861.242,304
629143403,305
629143403,306
629150977.217,307
629173027,308
629222117.242,309
630550014,310
689440111,311
691661318,312
691991570,313
692356258,314
693033150.435,315
693464464,316
693536457,317
693633793,318
693635909,319
693847509,320
694197408,321
721498781.531,322
723176922.575,323
723839164,324
724289343,325
724357102,326
725627713,327
725756375,328
725878459,329
726765822,330
740179445,331
754661121.435,332
756073896.894,333
758684054,334
767375565,335
771691975,336
784543273.435,337
793069394,338
793243601,339
806570003,340
809928095,341
812537882,342
816116641,343
818358032,344
818603334.217,345
818936436,346
819507885,347
819720414,348
823224510,349
825880849,350
826990990,351
829448724,352
829448724,353
829448724,354
831235686,355
831660174,356
832334948,357
835670421.217,358
850777475,359
850996481,360
851169408.106,361
851624404,362
852395686,363
852569893,364
855364434,365
858991488,366
868175120.242,367
883385035,368
890522303,369
894651677,370
895599320.896,371
896581469,372
896909505,373
897499606,374
897682090.435,375
897770702.408,376
897954478.609,377
898029342,378
898138431,379
898660464.894,380
899428708,381
899632254.062,382
899796731,383
900821877.106,384
920397049,385
923195459,386
923725583.57,387
